Name,Location,Address,PRICE RANGE,CUISINES,SPECIAL DIETS,Meals,FEATURES,Link,Southern-Italian,Japanese Fusion,Korean,Indonesian,Middle Eastern,Central-Italian,Diner,Steakhouse,Pizza,Southwestern,Wine Bar,Cajun & Creole,Bar,Latin,Seafood,Scottish,Mexican,Singaporean,Central European,Spanish,Deli,Cafe,Barbecue,Gastropub,Italian,Mongolian,Vietnamese,Thai,International,French,Contemporary,Polynesian,German,Afghani,Street Food,Lebanese,Australian,Cuban,Pub,Soups,Fusion,Moroccan,Caribbean,Dining bars,Sushi,Sri Lankan,Portuguese,Malaysian,Asian,British,Mediterranean,Turkish,Healthy,Indian,Irish,Pakistani,Arabic,Sicilian,Japanese,African,Fast Food,Beer restaurants,Fujian,Chinese,European,American,Grill,Dog Friendly,Gift Cards Available,Serves Alcohol,Digital Payments,Accepts Credit Cards,Buffet,Accepts Mastercard,BYOB,Live Music,Family style,Table Service,Takeout,Wheelchair Accessible,Wine and Beer,Full Bar,Accepts Discover,Cash Only,Free off-street parking,Valet Parking,Private Dining,Delivery,Accepts Visa,Television,Highchairs Available,Validated Parking,Reservations,Jazz Bar,Non-smoking restaurants,Free Wifi,Accepts American Express,Street Parking,Beach,Parking Available,Outdoor Seating,Waterfront,Seating,Halal,Vegetarian Friendly,Kosher,Nonveg,Vegan Options,Gluten Free Options,Drinks,Late Night,Lunch,Breakfast,Brunch,Dinner,Budget,Low,Medium,High,cluster
Palmyrah Restaurant,"328 Galle Rd Kollupitiya, Colombo 3 Sri Lanka","Galle Rd Kollupitiya, Colombo 3 ","[' 2,967 ', '  3,956']","Asian, Sri Lankan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Drinks, Breakfast","Takeout, Reservations, Seating, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Parking Available, Highchairs Available",https://www.tripadvisor.com/Restaurant_Review-g293962-d1133594-Reviews-Palmyrah_Restaurant-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,Low,1,0,0,1
Shanmugas,"06 53/3 Ramakrishna Road Colombo, Colombo 00600 Sri Lanka","Ramakrishna Road Colombo, Colombo 00600","[' 5,935 ', '  15,826']","Indian, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch","Delivery, Takeout, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d1117733-Reviews-Shanmugas-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,Medium,0,1,0,1
AYU,"24 Dharmapala Mawatha 4th Floor, Colombo 00300 Sri Lanka","Dharmapala Mawatha 4th Floor, Colombo 00300","[' 2,967 ', '  8,902']","Indian, European, Asian, Contemporary, Sri Lankan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks","Reservations, Buffet, Seating, Parking Available, Validated Parking, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d12506507-Reviews-AYU-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,Medium,0,1,0,1
The Poolside Bar and Terrace,"2 Galle Road Galle Face Hotel, Colombo Sri Lanka","Galle Road Galle Face Hotel, Colombo","[' 1,978 ', '  2,967']","Bar, International, Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks","Outdoor Seating, Seating, Parking Available, Wheelchair Accessible, Reservations, Serves Alcohol, Full Bar, Free Wifi, Table Service, Waterfront",https://www.tripadvisor.com/Restaurant_Review-g293962-d1081462-Reviews-The_Poolside_Bar_and_Terrace-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,Low,1,0,0,1
Thai Cuisine Boulevard,"33 Queens Road, Colombo 00300 Sri Lanka","Queens Road, Colombo 00300 ","[' 1000 ', '  30 000']","Asian, Thai","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Takeout, Reservations, Private Dining, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d3658850-Reviews-Thai_Cuisine_Boulevard-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,Medium,0,1,0,1
The Bavarian German Restaurant and Pub,"11 Galleface Court Kollupitiya, Colombo 00300 Sri Lanka","Galleface Court Kollupitiya, Colombo 00300","[' 1,780 ', '  5,935']","German, Bar, European, Pub, Central European",Vegetarian Friendly,"Lunch, Dinner, Late Night, Drinks","Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Live Music",https://www.tripadvisor.com/Restaurant_Review-g293962-d803022-Reviews-The_Bavarian_German_Restaurant_and_Pub-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,Medium,0,1,0,1
Yumi,"25 Galle Face Centre Road Hotel Taj Samudra, Colombo 00300 Sri Lanka","Galle Face Centre Road Hotel Taj Samudra, Colombo 00300","[' 1000 ', '  30 000']",Japanese,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Drinks","Takeout, Reservations, Seating, Parking Available, Validated Parking, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service, Live Music",https://www.tripadvisor.com/Restaurant_Review-g293962-d6280242-Reviews-Yumi-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,Medium,0,1,0,1
Waters Edge,"316 Ethul Kotte Road Battaramulla, Colombo 10100 Sri Lanka","Ethul Kotte Road Battaramulla, Colombo 10100","[' 1000 ', '  30 000']",Sri Lankan,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch, Late Night, Drinks","Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Validated Parking, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Live Music, Waterfront",https://www.tripadvisor.com/Restaurant_Review-g293962-d2664837-Reviews-Waters_Edge-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,Medium,0,1,0,1
The Mango Tree,"No. 82, Dharmapala Mawatha, Colombo Sri Lanka","Dharmapala Mawatha, Colombo","[' 1000 ', '  30 000']","Indian, Asian","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options","Lunch, Dinner, Late Night","Delivery, Takeout, Reservations, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d793125-Reviews-The_Mango_Tree-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,Medium,0,1,0,1
&Co Pub and Kitchen,"The Steuart by Citrus, No 45, Hospital Lane Off Chatham Street, Colombo 00100 Sri Lanka","Hospital Lane Off Chatham Street, Colombo 00100","[' 1000 ', '  30 000']","Bar, Pub","Vegetarian Friendly, Gluten Free Options, Vegan Options","Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks","Reservations, Seating, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service, Parking Available, Live Music",https://www.tripadvisor.com/Restaurant_Review-g293962-d8685062-Reviews-Co_Pub_and_Kitchen-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,Medium,0,1,0,1
Revolution Colombo,"No.230, 7 Torrington Ave Trillium Boutique City Hotel - Colombo, Colombo 00700 Sri Lanka","Trillium Boutique City Hotel , Colombo 00700","[' 1,000 ', '  4,500']","Mexican, Bar, International, European, Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Drinks","Serves Alcohol, Table Service, Reservations, Seating, Parking Available, Valet Parking, Full Bar, Wine and Beer",https://www.tripadvisor.com/Restaurant_Review-g293962-d19911498-Reviews-Revolution_Colombo-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,Low,1,0,0,1
Cricket Club Cafe,"12 Flower Road, Colombo 00700 Sri Lanka","Flower Road, Colombo 00700 ","[' 1000 ', '  30 000']","Bar, European, Pub, Australian","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch, Late Night","Takeout, Reservations, Outdoor Seating, Seating, Television, Highchairs Available, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d1132767-Reviews-Cricket_Club_Cafe-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,Medium,0,1,0,1
ColomBar at Cinnamon Lakeside Colombo,"115 Sir Chittampalam A. Gardiner Mawatha, Colombo 00200 Sri Lanka","Sir Chittampalam A. Gardiner Mawatha, Colombo 00200","[' 1000 ', '  10 000']","Bar, Indian, International, Mediterranean, European",Vegetarian Friendly,"Dinner, Late Night, Drinks","Reservations, Outdoor Seating, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Validated Parking, Free Wifi, Table Service, Live Music, Waterfront",https://www.tripadvisor.com/Restaurant_Review-g293962-d2424874-Reviews-ColomBar_at_Cinnamon_Lakeside_Colombo-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,Medium,0,1,0,1
Thalis,"155 Park Road Colombo 05, Colombo Sri Lanka"," Park Road Colombo 05, Colombo ","[' 1000 ', '  10 000']","Indian, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch","Delivery, Takeout, Reservations, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d9605460-Reviews-Thalis-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,Medium,0,1,0,1
The Manhattan Fish Market Sri Lanka,"No. 31 Deal Place, Colombo 00300 Sri Lanka","Deal Place, Colombo 00300 ","[' 1000 ', '  30 000']",Seafood,Halal,"Lunch, Dinner, Late Night","Takeout, Reservations, Seating, Parking Available, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d4309640-Reviews-The_Manhattan_Fish_Market_Sri_Lanka-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,Medium,0,1,0,1
Raja Bojun,"282 R,A, De Mel Mawatha Liberty Arcade, Kollupitiya, Colombo 00300 Sri Lanka","R,A, De Mel Mawatha Liberty Arcade, Kollupitiya, Colombo 00300","[' 1000 ', '  10 000']","Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner, Brunch, Late Night","Reservations, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service, Validated Parking, Live Music, Waterfront",https://www.tripadvisor.com/Restaurant_Review-g293962-d793129-Reviews-Raja_Bojun-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,Medium,0,1,0,1
Nihonbashi,"Galle Face Terrace, Colombo Sri Lanka","Galle Face Terrace, Colombo ","[' 1000 ', '  10 000']","Japanese, Sushi, Asian",Vegetarian Friendly,"Lunch, Dinner, Late Night","Takeout, Reservations, Private Dining, Seating, Serves Alcohol, Full Bar, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d1007096-Reviews-Nihonbashi-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,Medium,0,1,0,1
Crab Factory,"25, Galle Face Center Road, Colombo Sri Lanka","Galle Face Center Road, Colombo 00300","[' 4,000 ', '  16,000']","Seafood, Asian, Sri Lankan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d13567894-Reviews-Crab_Factory-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,Medium,0,1,0,1
Beach Wadiya,"2 Station Ave Wellawatta, Colombo 00600 Sri Lanka","Station Ave Wellawatta, Colombo 00600","[' 2,967 ', '  5,935']",Sri Lankan,Vegetarian Friendly,"Lunch, Dinner, Late Night, Drinks","Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service, Waterfront, Beach",https://www.tripadvisor.com/Restaurant_Review-g293962-d1132747-Reviews-Beach_Wadiya-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,Medium,0,1,0,1
Cloud Cafe,"32 Alfred House Avenue Colombo Courtyard, Colombo 00300 Sri Lanka","Alfred House Avenue Colombo Courtyard, Colombo 00300","[' 593 ', '  2,967']","Bar, Fusion","Vegetarian Friendly, Vegan Options","Dinner, Late Night, Drinks","Reservations, Outdoor Seating, Seating, Parking Available, Serves Alcohol, Full Bar, Table Service, Live Music",https://www.tripadvisor.com/Restaurant_Review-g293962-d3635026-Reviews-Cloud_Cafe-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,Low,1,0,0,1
California Grill,"Hotel Galadari, 64, Lotus Road, Colombo Sri Lanka","Hotel Galadari, Lotus Road, Colombo ","[' 1,978 ', '  2,967']","Seafood, International, European, Grill",Vegetarian Friendly,"Dinner, Lunch","Reservations, Seating, Parking Available, Validated Parking, Full Bar, Private Dining, Wheelchair Accessible, Serves Alcohol, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d1113764-Reviews-California_Grill-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,Low,1,0,0,1
Culture Colombo,"No 25 Kensington Gardens, Colombo 00400 Sri Lanka","Kensington Gardens, Colombo 00400","[' 500 ', '  4,500']","Asian, Sri Lankan, Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch","Takeout, Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Accepts Credit Cards, Table Service, Wine and Beer, Free Wifi",https://www.tripadvisor.com/Restaurant_Review-g293962-d15111352-Reviews-Culture_Colombo-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,Low,1,0,0,1
Paradise Road Cafe,"213 Dharmapala Mawatha Cinnamon Gardens, Colombo Sri Lanka","Dharmapala Mawatha Cinnamon Gardens, Colombo ","[' 700 ', '  20 000']","Cafe, European",Vegetarian Friendly,"Lunch, Breakfast, Dinner","Outdoor Seating, Seating, Parking Available, Validated Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d1133596-Reviews-Paradise_Road_Cafe-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,Medium,0,1,0,1
Next Innings,"Old Dutch Hospital, Colombo Sri Lanka","Old Dutch Hospital, Colombo ","[' 800 ', '  20 000']","Bar, Pub, Pizza","Vegetarian Friendly, Vegan Options, Gluten Free Options",Dinner,"Seating, Television, Serves Alcohol, Table Service, Reservations, Live Music",https://www.tripadvisor.com/Restaurant_Review-g293962-d15645176-Reviews-Next_Innings-Colombo_Western_Province.html,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,Medium,0,1,0,1
